,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
584,BOS,BOS vs. DET,02/12/2021,L,240,102,36,82,43.9,8,27,29.6,22,30,73.3,7,37,44,15,9,2,10,25,-6
585,LAC,LAC @ CHI,02/12/2021,W,240,125,50,86,58.1,13,30,43.3,12,15,80.0,4,33,37,20,11,7,9,13,19
586,CHI,CHI vs. LAC,02/12/2021,L,240,106,40,85,47.1,12,32,37.5,14,15,93.3,8,33,41,23,4,3,13,16,-19
587,MEM,MEM @ LAL,02/12/2021,L,240,105,39,80,48.8,12,29,41.4,15,19,78.9,6,27,33,31,9,2,17,25,-10
588,LAL,LAL vs. MEM,02/12/2021,W,240,115,43,85,50.6,6,30,20.0,23,33,69.7,13,34,47,26,9,4,18,16,10
589,POR,POR vs. PHI,02/11/2021,W,240,118,40,93,43.0,17,38,44.7,21,23,91.3,15,32,47,15,5,2,8,21,4
590,PHI,PHI @ POR,02/11/2021,L,240,114,42,86,48.8,6,27,22.2,24,29,82.8,11,35,46,20,6,5,9,20,-4
591,IND,IND @ DET,02/11/2021,W,240,111,44,86,51.2,14,31,45.2,9,10,90.0,10,31,41,26,10,5,9,18,16
592,DET,DET vs. IND,02/11/2021,L,240,95,38,85,44.7,5,28,17.9,14,19,73.7,15,28,43,21,5,5,12,13,-16
593,MIA,MIA @ HOU,02/11/2021,W,240,101,34,79,43.0,15,42,35.7,18,20,90.0,8,41,49,24,6,3,21,21,7
594,HOU,HOU vs. MIA,02/11/2021,L,240,94,32,83,38.6,15,50,30.0,15,20,75.0,8,34,42,24,7,1,15,20,-7
595,TOR,TOR @ BOS,02/11/2021,L,240,106,41,83,49.4,9,28,32.1,15,19,78.9,3,29,32,26,7,8,13,26,-14
596,BOS,BOS vs. TOR,02/11/2021,W,240,120,39,86,45.3,20,39,51.3,22,28,78.6,14,35,49,30,8,6,19,22,14
597,ORL,ORL @ GSW,02/11/2021,L,240,105,38,97,39.2,15,33,45.5,14,18,77.8,13,36,49,19,7,6,15,17,-6
598,GSW,GSW vs. ORL,02/11/2021,W,240,111,41,88,46.6,20,50,40.0,9,12,75.0,9,37,46,29,6,6,17,20,6
599,CHA,CHA @ MEM,02/10/2021,L,240,114,45,82,54.9,14,29,48.3,10,12,83.3,8,27,35,23,11,4,19,14,-16
600,MEM,MEM vs. CHA,02/10/2021,W,240,130,47,94,50.0,23,49,46.9,13,18,72.2,19,27,46,34,10,2,17,18,16
601,TOR,TOR @ WAS,02/10/2021,W,240,137,49,93,52.7,19,32,59.4,20,23,87.0,9,37,46,28,5,5,12,17,22
602,WAS,WAS vs. TOR,02/10/2021,L,240,115,42,93,45.2,12,41,29.3,19,23,82.6,12,34,46,26,7,3,14,20,-22
603,LAC,LAC @ MIN,02/10/2021,W,240,119,41,82,50.0,12,23,52.2,25,29,86.2,11,37,48,23,9,4,16,20,7
604,MIN,MIN vs. LAC,02/10/2021,L,240,112,41,95,43.2,15,41,36.6,15,19,78.9,16,27,43,29,8,8,15,24,-7
605,DEN,DEN vs. CLE,02/10/2021,W,240,133,51,85,60.0,16,36,44.4,15,21,71.4,4,35,39,31,12,9,12,18,38
606,CLE,CLE @ DEN,02/10/2021,L,240,95,36,94,38.3,8,37,21.6,15,20,75.0,18,31,49,25,7,7,17,18,-38
607,DAL,DAL vs. ATL,02/10/2021,W,240,118,43,84,51.2,14,35,40.0,18,20,90.0,4,33,37,25,3,3,11,24,1
608,ATL,ATL @ DAL,02/10/2021,L,240,117,40,88,45.5,14,39,35.9,23,28,82.1,9,33,42,27,7,4,9,20,-1
609,IND,IND @ BKN,02/10/2021,L,240,94,36,92,39.1,15,38,39.5,7,11,63.6,10,33,43,26,4,5,10,21,-10
610,BKN,BKN vs. IND,02/10/2021,W,240,104,32,76,42.1,9,31,29.0,31,35,88.6,9,37,46,20,2,5,13,20,10
611,PHX,PHX vs. MIL,02/10/2021,W,240,125,46,87,52.9,15,31,48.4,18,25,72.0,12,35,47,25,7,2,11,19,1
612,MIL,MIL @ PHX,02/10/2021,L,240,124,43,85,50.6,16,37,43.2,22,30,73.3,10,29,39,23,6,0,10,21,-1
613,NOP,NOP @ CHI,02/10/2021,L,240,116,41,81,50.6,13,36,36.1,21,26,80.8,9,26,35,27,11,1,12,12,-13
614,CHI,CHI vs. NOP,02/10/2021,W,240,129,48,81,59.3,25,47,53.2,8,11,72.7,7,28,35,36,4,6,17,20,13
615,OKC,OKC @ LAL,02/10/2021,L,265,113,47,100,47.0,7,31,22.6,12,14,85.7,7,39,46,32,11,4,13,23,-1
616,LAL,LAL vs. OKC,02/10/2021,W,265,114,42,89,47.2,10,35,28.6,20,24,83.3,6,37,43,22,6,6,17,15,1
617,HOU,HOU @ NOP,02/09/2021,L,240,101,38,91,41.8,13,43,30.2,12,21,57.1,12,25,37,24,5,4,12,23,-29
618,NOP,NOP vs. HOU,02/09/2021,W,240,130,47,92,51.1,12,31,38.7,24,28,85.7,15,40,55,31,7,6,12,20,29
619,PHI,PHI @ SAC,02/09/2021,W,240,119,41,85,48.2,9,20,45.0,28,35,80.0,12,47,59,24,4,5,17,22,8
620,SAC,SAC vs. PHI,02/09/2021,L,240,111,43,99,43.4,14,42,33.3,11,19,57.9,8,31,39,24,6,8,11,28,-8
621,UTA,UTA vs. BOS,02/09/2021,W,240,122,40,84,47.6,18,48,37.5,24,27,88.9,10,31,41,28,4,7,11,22,14
622,BOS,BOS @ UTA,02/09/2021,L,240,108,38,86,44.2,13,29,44.8,19,23,82.6,11,24,35,18,2,2,9,25,-14
623,POR,POR vs. ORL,02/09/2021,W,240,106,35,90,38.9,18,46,39.1,18,19,94.7,9,45,54,18,6,6,9,17,9
624,ORL,ORL @ POR,02/09/2021,L,240,97,37,88,42.0,11,35,31.4,12,22,54.5,10,43,53,22,7,3,11,11,-9
625,BKN,BKN @ DET,02/09/2021,L,240,111,43,86,50.0,11,30,36.7,14,16,87.5,8,26,34,30,8,6,15,22,-11
626,DET,DET vs. BKN,02/09/2021,W,240,122,47,84,56.0,13,29,44.8,15,21,71.4,7,30,37,28,10,6,13,16,11
627,MIA,MIA vs. NYK,02/09/2021,W,240,98,26,70,37.1,14,33,42.4,32,39,82.1,6,32,38,21,5,6,11,14,2
628,NYK,NYK @ MIA,02/09/2021,L,240,96,37,87,42.5,10,28,35.7,12,16,75.0,11,35,46,22,8,5,14,25,-2
629,GSW,GSW @ SAS,02/09/2021,W,240,114,42,91,46.2,17,40,42.5,13,19,68.4,10,40,50,26,8,4,11,19,23
630,SAS,SAS vs. GSW,02/09/2021,L,240,91,32,86,37.2,8,24,33.3,19,21,90.5,8,37,45,20,2,5,14,16,-23
631,MEM,MEM vs. TOR,02/08/2021,L,240,113,37,87,42.5,13,39,33.3,26,29,89.7,19,23,42,27,7,4,15,18,-15
632,TOR,TOR @ MEM,02/08/2021,W,240,128,42,77,54.5,20,37,54.1,24,26,92.3,7,30,37,28,11,2,16,24,15
633,CHA,CHA vs. HOU,02/08/2021,W,240,119,44,90,48.9,19,41,46.3,12,13,92.3,11,40,51,28,5,6,15,15,25
634,HOU,HOU @ CHA,02/08/2021,L,240,94,35,86,40.7,13,47,27.7,11,16,68.8,8,31,39,20,9,4,12,18,-25
635,MIL,MIL @ DEN,02/08/2021,W,240,125,45,89,50.6,16,40,40.0,19,22,86.4,11,39,50,24,7,7,11,19,13
636,DEN,DEN vs. MIL,02/08/2021,L,240,112,41,94,43.6,15,36,41.7,15,16,93.8,8,30,38,22,5,4,9,15,-13
637,DAL,DAL vs. MIN,02/08/2021,W,240,127,45,87,51.7,12,34,35.3,25,30,83.3,10,38,48,30,4,6,14,22,5
638,MIN,MIN @ DAL,02/08/2021,L,240,122,42,91,46.2,18,42,42.9,20,28,71.4,7,34,41,27,9,5,9,27,-5
639,PHX,PHX vs. CLE,02/08/2021,W,240,119,47,90,52.2,11,24,45.8,14,19,73.7,14,27,41,29,7,6,11,20,6
640,CLE,CLE @ PHX,02/08/2021,L,240,113,44,86,51.2,8,24,33.3,17,25,68.0,9,30,39,23,5,5,10,20,-6
641,LAL,LAL vs. OKC,02/08/2021,W,265,119,44,95,46.3,9,38,23.7,22,29,75.9,10,49,59,28,7,12,15,19,7
642,OKC,OKC @ LAL,02/08/2021,L,265,112,43,110,39.1,12,38,31.6,14,19,73.7,15,40,55,23,6,4,13,23,-7
643,CHI,CHI vs. WAS,02/08/2021,L,240,101,36,85,42.4,9,30,30.0,20,24,83.3,10,40,50,23,6,3,16,26,-4
644,WAS,WAS @ CHI,02/08/2021,W,240,105,36,86,41.9,6,26,23.1,27,36,75.0,10,37,47,23,8,4,13,21,4
645,GSW,GSW @ SAS,02/08/2021,L,240,100,38,86,44.2,13,37,35.1,11,15,73.3,6,43,49,29,4,6,20,19,-5
646,SAS,SAS vs. GSW,02/08/2021,W,240,105,39,96,40.6,11,31,35.5,16,19,84.2,10,36,46,24,12,6,11,16,5
647,WAS,WAS @ CHA,02/07/2021,L,240,97,34,90,37.8,9,40,22.5,20,28,71.4,12,36,48,22,6,5,14,18,-22
648,CHA,CHA vs. WAS,02/07/2021,W,240,119,42,99,42.4,15,36,41.7,20,26,76.9,18,41,59,21,6,6,11,25,22
649,IND,IND vs. UTA,02/07/2021,L,240,95,37,93,39.8,8,29,27.6,13,18,72.2,8,37,45,23,9,6,9,22,-8
650,UTA,UTA @ IND,02/07/2021,W,240,103,38,92,41.3,13,42,31.0,14,21,66.7,16,44,60,22,2,4,14,17,8
651,SAC,SAC @ LAC,02/07/2021,W,240,113,46,94,48.9,10,29,34.5,11,15,73.3,11,41,52,25,5,4,12,18,3
652,LAC,LAC vs. SAC,02/07/2021,L,240,110,41,99,41.4,8,28,28.6,20,23,87.0,16,37,53,19,8,5,10,16,-3
653,PHX,PHX vs. BOS,02/07/2021,W,240,100,40,82,48.8,8,29,27.6,12,12,100,9,41,50,25,4,5,10,15,9
654,BOS,BOS @ PHX,02/07/2021,L,240,91,33,93,35.5,17,44,38.6,8,12,66.7,13,28,41,19,6,2,6,11,-9
655,MIA,MIA @ NYK,02/07/2021,W,240,109,40,83,48.2,13,35,37.1,16,20,80.0,6,38,44,25,6,1,11,15,6
656,NYK,NYK vs. MIA,02/07/2021,L,240,103,38,85,44.7,16,42,38.1,11,15,73.3,10,34,44,23,8,2,13,20,-6
657,MEM,MEM @ NOP,02/06/2021,L,240,109,40,90,44.4,13,39,33.3,16,19,84.2,11,34,45,27,5,5,10,17,-9
658,NOP,NOP vs. MEM,02/06/2021,W,240,118,45,87,51.7,15,33,45.5,13,21,61.9,8,34,42,27,3,9,10,15,9
659,MIN,MIN @ OKC,02/06/2021,L,240,118,47,93,50.5,12,36,33.3,12,22,54.5,13,27,40,27,12,3,14,15,-2
660,OKC,OKC vs. MIN,02/06/2021,W,240,120,46,90,51.1,12,33,36.4,16,20,80.0,8,35,43,25,8,1,16,19,2
661,DEN,DEN @ SAC,02/06/2021,L,240,114,45,97,46.4,13,35,37.1,11,14,78.6,13,34,47,30,3,9,10,18,-5
662,SAC,SAC vs. DEN,02/06/2021,W,240,119,44,91,48.4,14,35,40.0,17,24,70.8,10,35,45,30,5,7,7,11,5
663,TOR,TOR @ ATL,02/06/2021,L,240,121,41,97,42.3,13,38,34.2,26,34,76.5,14,24,38,24,9,5,7,27,-11
664,ATL,ATL vs. TOR,02/06/2021,W,240,132,42,74,56.8,19,36,52.8,29,33,87.9,4,39,43,31,1,10,19,25,11
665,GSW,GSW @ DAL,02/06/2021,L,240,132,46,86,53.5,20,45,44.4,20,23,87.0,6,34,40,27,11,4,16,24,-2
666,DAL,DAL vs. GSW,02/06/2021,W,240,134,44,96,45.8,21,47,44.7,25,30,83.3,15,32,47,27,5,0,14,19,2
667,HOU,HOU vs. SAS,02/06/2021,L,240,106,38,88,43.2,12,38,31.6,18,25,72.0,6,40,46,21,5,6,14,25,-5
668,SAS,SAS @ HOU,02/06/2021,W,240,111,37,87,42.5,8,25,32.0,29,36,80.6,7,37,44,22,6,7,10,18,5
669,MIL,MIL @ CLE,02/06/2021,W,240,124,47,86,54.7,16,34,47.1,14,23,60.9,6,37,43,25,10,2,9,20,25
670,CLE,CLE vs. MIL,02/06/2021,L,240,99,39,86,45.3,6,28,21.4,15,21,71.4,8,32,40,21,4,1,15,19,-25
671,CHI,CHI @ ORL,02/06/2021,W,240,118,47,91,51.6,15,30,50.0,9,13,69.2,11,36,47,28,6,10,12,12,26
672,ORL,ORL vs. CHI,02/06/2021,L,240,92,37,95,38.9,6,27,22.2,12,12,100,15,32,47,17,5,10,13,10,-26
673,POR,POR @ NYK,02/06/2021,L,240,99,37,89,41.6,17,47,36.2,8,16,50.0,11,30,41,15,7,7,11,15,-11
674,NYK,NYK vs. POR,02/06/2021,W,240,110,44,88,50.0,13,30,43.3,9,13,69.2,8,43,51,20,5,5,14,19,11
675,LAL,LAL vs. DET,02/06/2021,W,290,135,51,91,56.0,9,19,47.4,24,28,85.7,9,32,41,32,12,5,24,24,6
676,DET,DET @ LAL,02/06/2021,L,290,129,45,94,47.9,16,42,38.1,23,28,82.1,9,26,35,31,13,4,23,31,-6
677,BKN,BKN @ PHI,02/06/2021,L,240,108,39,88,44.3,15,41,36.6,15,17,88.2,8,26,34,21,6,3,17,18,-16
678,PHI,PHI vs. BKN,02/06/2021,W,240,124,48,94,51.1,10,27,37.0,18,22,81.8,13,38,51,27,12,4,16,15,16
679,MIN,MIN @ OKC,02/05/2021,W,240,106,41,94,43.6,16,40,40.0,8,9,88.9,10,33,43,27,10,4,17,15,3
680,OKC,OKC vs. MIN,02/05/2021,L,240,103,39,85,45.9,13,34,38.2,12,17,70.6,8,36,44,28,10,7,17,7,-3
681,UTA,UTA @ CHA,02/05/2021,W,240,138,48,87,55.2,26,50,52.0,16,18,88.9,6,38,44,32,5,9,16,19,17
682,CHA,CHA vs. UTA,02/05/2021,L,240,121,48,104,46.2,11,35,31.4,14,17,82.4,14,26,40,26,9,2,7,17,-17
683,NOP,NOP @ IND,02/05/2021,W,240,114,41,76,53.9,13,25,52.0,19,26,73.1,11,39,50,23,5,6,20,17,1
684,IND,IND vs. NOP,02/05/2021,L,240,113,41,93,44.1,20,42,47.6,11,16,68.8,10,27,37,31,9,6,10,21,-1
685,WAS,WAS @ MIA,02/05/2021,L,240,95,33,89,37.1,8,33,24.2,21,24,87.5,12,28,40,19,7,9,18,20,-27
686,MIA,MIA vs. WAS,02/05/2021,W,240,122,43,86,50.0,16,36,44.4,20,23,87.0,9,39,48,27,9,7,17,20,27
687,CHI,CHI @ ORL,02/05/2021,L,240,119,46,96,47.9,9,30,30.0,18,20,90.0,10,30,40,27,9,5,8,22,-4
688,ORL,ORL vs. CHI,02/05/2021,W,240,123,42,81,51.9,11,27,40.7,28,37,75.7,10,39,49,27,5,2,16,22,4
689,CLE,CLE vs. MIL,02/05/2021,L,240,105,41,92,44.6,11,32,34.4,12,16,75.0,6,30,36,23,7,9,11,19,-18
690,MIL,MIL @ CLE,02/05/2021,W,240,123,50,97,51.5,7,22,31.8,16,22,72.7,13,41,54,28,6,7,13,18,18
691,LAC,LAC vs. BOS,02/05/2021,L,240,115,42,81,51.9,14,32,43.8,17,21,81.0,10,37,47,26,5,4,16,17,-4
692,BOS,BOS @ LAC,02/05/2021,W,240,119,43,90,47.8,16,38,42.1,17,21,81.0,9,25,34,21,8,1,7,16,4
693,TOR,TOR @ BKN,02/05/2021,W,240,123,49,97,50.5,13,32,40.6,12,14,85.7,12,29,41,22,10,6,10,25,6
694,BKN,BKN vs. TOR,02/05/2021,L,240,117,39,80,48.8,17,42,40.5,22,29,75.9,8,32,40,29,5,6,18,19,-6
695,DET,DET @ PHX,02/05/2021,L,240,92,34,91,37.4,7,36,19.4,17,28,60.7,17,28,45,20,8,6,13,16,-17
696,PHX,PHX vs. DET,02/05/2021,W,240,109,42,85,49.4,12,32,37.5,13,16,81.3,10,40,50,26,7,3,22,26,17
697,HOU,HOU @ MEM,02/04/2021,W,240,115,41,87,47.1,19,45,42.2,14,17,82.4,8,36,44,26,8,3,15,19,12
698,MEM,MEM vs. HOU,02/04/2021,L,240,103,37,87,42.5,12,35,34.3,17,24,70.8,11,32,43,28,10,6,13,15,-12
699,UTA,UTA @ ATL,02/04/2021,W,240,112,44,91,48.4,13,27,48.1,11,13,84.6,12,40,52,19,7,4,14,20,21
700,ATL,ATL vs. UTA,02/04/2021,L,240,91,32,98,32.7,9,31,29.0,18,19,94.7,18,31,49,19,8,1,11,15,-21
701,DAL,DAL vs. GSW,02/04/2021,L,240,116,38,92,41.3,20,50,40.0,20,23,87.0,10,32,42,26,2,3,10,24,-31
702,GSW,GSW @ DAL,02/04/2021,W,240,147,51,89,57.3,22,43,51.2,23,27,85.2,4,41,45,37,6,6,10,19,31
703,LAL,LAL vs. DEN,02/04/2021,W,240,114,46,81,56.8,8,24,33.3,14,22,63.6,8,32,40,29,10,7,16,19,21
704,DEN,DEN @ LAL,02/04/2021,L,240,93,36,92,39.1,8,28,28.6,13,15,86.7,16,26,42,19,9,2,17,23,-21
705,POR,POR @ PHI,02/04/2021,W,240,121,45,98,45.9,13,31,41.9,18,23,78.3,19,34,53,17,8,5,12,18,16
706,PHI,PHI vs. POR,02/04/2021,L,240,105,39,81,48.1,7,27,25.9,20,24,83.3,8,29,37,19,6,3,18,15,-16
707,PHX,PHX @ NOP,02/03/2021,L,240,101,38,82,46.3,8,35,22.9,17,20,85.0,11,28,39,26,3,6,15,18,-22
708,NOP,NOP vs. PHX,02/03/2021,W,240,123,46,90,51.1,14,33,42.4,17,21,81.0,12,32,44,30,7,3,7,20,22
709,HOU,HOU @ OKC,02/03/2021,L,240,87,33,86,38.4,12,46,26.1,9,13,69.2,5,36,41,21,11,4,21,18,-17
710,OKC,OKC vs. HOU,02/03/2021,W,240,104,36,83,43.4,10,33,30.3,22,26,84.6,5,46,51,19,13,5,21,14,17
711,CHA,CHA vs. PHI,02/03/2021,L,240,111,39,87,44.8,14,37,37.8,19,23,82.6,10,27,37,28,5,4,19,22,-7
712,PHI,PHI @ CHA,02/03/2021,W,240,118,41,79,51.9,10,24,41.7,26,32,81.3,10,30,40,23,9,6,19,21,7
713,SAC,SAC vs. BOS,02/03/2021,W,240,116,42,92,45.7,13,37,35.1,19,23,82.6,12,32,44,23,7,2,11,19,5
714,BOS,BOS @ SAC,02/03/2021,L,240,111,39,86,45.3,11,33,33.3,22,29,75.9,11,34,45,28,9,3,13,21,-5
715,ATL,ATL vs. DAL,02/03/2021,L,240,116,45,90,50.0,14,38,36.8,12,17,70.6,13,33,46,31,6,4,16,20,-6
716,DAL,DAL @ ATL,02/03/2021,W,240,122,43,93,46.2,13,40,32.5,23,25,92.0,13,32,45,27,8,7,10,19,6
717,MIL,MIL vs. IND,02/03/2021,W,240,130,48,102,47.1,21,48,43.8,13,14,92.9,11,42,53,33,13,7,13,11,20
718,IND,IND @ MIL,02/03/2021,L,240,110,43,95,45.3,11,34,32.4,13,15,86.7,8,38,46,28,7,6,14,13,-20
719,MIA,MIA vs. WAS,02/03/2021,L,240,100,36,83,43.4,12,35,34.3,16,22,72.7,9,35,44,24,11,2,16,21,-3
720,WAS,WAS @ MIA,02/03/2021,W,240,103,35,84,41.7,15,37,40.5,18,25,72.0,14,35,49,20,6,5,17,17,3
721,CLE,CLE vs. LAC,02/03/2021,L,240,99,41,92,44.6,4,10,40.0,13,17,76.5,11,26,37,21,8,6,8,14,-22
722,LAC,LAC @ CLE,02/03/2021,W,240,121,44,79,55.7,20,34,58.8,13,17,76.5,8,38,46,22,4,6,16,20,22
723,NYK,NYK @ CHI,02/03/2021,W,240,107,43,89,48.3,11,22,50.0,10,15,66.7,11,36,47,19,5,4,17,18,4
724,CHI,CHI vs. NYK,02/03/2021,L,240,103,43,88,48.9,6,36,16.7,11,16,68.8,6,32,38,25,11,3,9,14,-4
725,SAS,SAS vs. MIN,02/03/2021,W,240,111,43,96,44.8,7,26,26.9,18,24,75.0,7,38,45,28,5,6,7,13,3
726,MIN,MIN @ SAS,02/03/2021,L,240,108,43,94,45.7,13,33,39.4,9,11,81.8,9,40,49,22,6,9,10,21,-3
727,POR,POR @ WAS,02/02/2021,W,240,132,44,95,46.3,21,46,45.7,23,23,100,14,30,44,19,6,1,9,19,11
728,WAS,WAS vs. POR,02/02/2021,L,240,121,46,83,55.4,16,40,40.0,13,17,76.5,6,33,39,32,2,5,14,21,-11
729,IND,IND vs. MEM,02/02/2021,W,240,134,49,82,59.8,16,29,55.2,20,29,69.0,9,33,42,30,8,8,18,19,18
730,MEM,MEM @ IND,02/02/2021,L,240,116,42,93,45.2,9,25,36.0,23,24,95.8,10,26,36,27,11,7,16,22,-18
731,UTA,UTA vs. DET,02/02/2021,W,240,117,38,82,46.3,16,42,38.1,25,29,86.2,8,36,44,23,9,6,13,17,12
732,DET,DET @ UTA,02/02/2021,L,240,105,39,93,41.9,9,27,33.3,18,20,90.0,12,34,46,18,7,5,15,21,-12
733,TOR,TOR @ ORL,02/02/2021,W,240,123,40,83,48.2,20,45,44.4,23,25,92.0,6,34,40,32,14,4,11,18,15
734,ORL,ORL vs. TOR,02/02/2021,L,240,108,41,89,46.1,14,38,36.8,12,14,85.7,9,37,46,24,4,4,17,22,-15
735,LAC,LAC @ BKN,02/02/2021,L,240,120,45,99,45.5,15,36,41.7,15,17,88.2,11,28,39,21,12,5,8,18,-4
736,BKN,BKN vs. LAC,02/02/2021,W,240,124,45,79,57.0,13,31,41.9,21,26,80.8,6,38,44,25,6,4,17,17,4
737,BOS,BOS @ GSW,02/02/2021,W,240,111,39,84,46.4,13,34,38.2,20,27,74.1,12,39,51,16,3,4,16,20,4
738,GSW,GSW vs. BOS,02/02/2021,L,240,107,38,83,45.8,15,37,40.5,16,23,69.6,6,30,36,30,9,4,11,23,-4
739,NOP,NOP vs. SAC,02/01/2021,L,240,109,40,101,39.6,9,30,30.0,20,24,83.3,17,29,46,22,11,5,10,22,-9
740,SAC,SAC @ NOP,02/01/2021,W,240,118,42,88,47.7,14,43,32.6,20,26,76.9,13,39,52,31,3,8,20,18,9
741,OKC,OKC vs. HOU,02/01/2021,L,240,106,39,89,43.8,13,34,38.2,15,19,78.9,8,37,45,21,8,8,17,13,-30
742,HOU,HOU @ OKC,02/01/2021,W,240,136,49,102,48.0,28,52,53.8,10,11,90.9,10,40,50,30,8,6,13,20,30
743,ATL,ATL vs. LAL,02/01/2021,L,240,99,37,78,47.4,11,29,37.9,14,17,82.4,6,30,36,27,8,3,19,21,-8
744,LAL,LAL @ ATL,02/01/2021,W,240,107,40,77,51.9,7,23,30.4,20,24,83.3,4,27,31,24,10,7,13,20,8
745,DAL,DAL vs. PHX,02/01/2021,L,240,108,37,86,43.0,10,32,31.3,24,25,96.0,7,35,42,16,9,7,14,17,-1
746,PHX,PHX @ DAL,02/01/2021,W,240,109,43,92,46.7,13,35,37.1,10,12,83.3,11,34,45,19,7,3,16,24,1
747,MIL,MIL vs. POR,02/01/2021,W,240,134,53,96,55.2,21,42,50.0,7,12,58.3,9,44,53,38,10,7,13,13,28
748,POR,POR @ MIL,02/01/2021,L,240,106,39,104,37.5,15,42,35.7,13,13,100,14,31,45,19,8,6,11,10,-28
749,CHA,CHA @ MIA,02/01/2021,W,265,129,43,95,45.3,21,41,51.2,22,26,84.6,13,31,44,31,6,4,12,22,8
750,MIA,MIA vs. CHA,02/01/2021,L,265,121,43,91,47.3,19,46,41.3,16,25,64.0,10,38,48,28,8,7,17,26,-8
751,MIN,MIN @ CLE,02/01/2021,L,240,98,40,102,39.2,11,38,28.9,7,11,63.6,15,30,45,20,4,1,8,21,-2
752,CLE,CLE vs. MIN,02/01/2021,W,240,100,35,84,41.7,7,22,31.8,23,31,74.2,15,37,52,26,4,12,15,12,2
753,CHI,CHI vs. NYK,02/01/2021,W,240,110,42,88,47.7,11,34,32.4,15,20,75.0,7,33,40,30,3,1,12,19,8
754,NYK,NYK @ CHI,02/01/2021,L,240,102,37,87,42.5,6,29,20.7,22,26,84.6,11,34,45,21,6,6,12,19,-8
755,MEM,MEM @ SAS,02/01/2021,W,240,133,52,93,55.9,15,30,50.0,14,18,77.8,10,43,53,37,11,11,11,16,31
756,SAS,SAS vs. MEM,02/01/2021,L,240,102,37,89,41.6,13,37,35.1,15,22,68.2,10,32,42,28,8,7,15,13,-31
757,WAS,WAS vs. BKN,01/31/2021,W,240,149,56,108,51.9,12,39,30.8,25,32,78.1,11,28,39,24,10,2,7,22,3
758,BKN,BKN @ WAS,01/31/2021,L,240,146,50,88,56.8,19,36,52.8,27,33,81.8,7,38,45,33,6,5,17,24,-3
759,TOR,TOR vs. ORL,01/31/2021,W,240,115,41,90,45.6,12,39,30.8,21,22,95.5,9,39,48,27,8,5,11,22,13
760,ORL,ORL @ TOR,01/31/2021,L,240,102,33,82,40.2,13,36,36.1,23,28,82.1,6,36,42,22,8,5,11,18,-13
761,MIN,MIN vs. CLE,01/31/2021,W,240,109,41,91,45.1,16,40,40.0,11,15,73.3,7,27,34,24,10,11,10,25,5
762,CLE,CLE @ MIN,01/31/2021,L,240,104,41,84,48.8,4,16,25.0,18,23,78.3,10,45,55,20,3,3,19,14,-5
763,UTA,UTA @ DEN,01/31/2021,L,240,117,32,75,42.7,20,47,42.6,33,39,84.6,10,28,38,28,3,4,15,21,-11
764,DEN,DEN vs. UTA,01/31/2021,W,240,128,47,87,54.0,18,28,64.3,16,19,84.2,7,32,39,28,8,2,8,27,11
765,IND,IND vs. PHI,01/31/2021,L,240,110,41,84,48.8,10,28,35.7,18,22,81.8,9,32,41,21,6,7,18,25,-9
766,PHI,PHI @ IND,01/31/2021,W,240,119,45,92,48.9,8,26,30.8,21,31,67.7,14,30,44,20,9,8,12,21,9
767,LAC,LAC @ NYK,01/31/2021,W,240,129,44,81,54.3,17,38,44.7,24,28,85.7,7,31,38,26,2,4,7,14,14
768,NYK,NYK vs. LAC,01/31/2021,L,240,115,41,85,48.2,10,27,37.0,23,28,82.1,10,26,36,21,5,5,8,20,-14
769,HOU,HOU @ NOP,01/30/2021,W,240,126,45,92,48.9,20,46,43.5,16,20,80.0,7,38,45,32,8,5,16,24,14
770,NOP,NOP vs. HOU,01/30/2021,L,240,112,41,91,45.1,12,41,29.3,18,29,62.1,10,38,48,27,11,7,15,14,-14
771,MIL,MIL @ CHA,01/30/2021,L,240,114,40,82,48.8,18,45,40.0,16,24,66.7,8,38,46,22,6,6,16,17,-12
772,CHA,CHA vs. MIL,01/30/2021,W,240,126,44,92,47.8,21,44,47.7,17,20,85.0,7,34,41,32,8,5,9,20,12
773,DAL,DAL vs. PHX,01/30/2021,L,240,105,44,83,53.0,9,29,31.0,8,14,57.1,5,32,37,22,5,4,16,26,-6
774,PHX,PHX @ DAL,01/30/2021,W,240,111,37,81,45.7,10,22,45.5,27,31,87.1,9,33,42,22,9,0,13,19,6
775,MIA,MIA vs. SAC,01/30/2021,W,240,105,36,77,46.8,11,32,34.4,22,26,84.6,9,30,39,25,5,4,16,14,1
776,SAC,SAC @ MIA,01/30/2021,L,240,104,41,85,48.2,17,45,37.8,5,11,45.5,12,29,41,22,12,3,17,21,-1
777,LAL,LAL @ BOS,01/30/2021,W,240,96,37,84,44.0,9,31,29.0,13,19,68.4,13,32,45,20,8,4,14,15,1
778,BOS,BOS vs. LAL,01/30/2021,L,240,95,40,82,48.8,6,21,28.6,9,14,64.3,9,33,42,24,10,6,15,16,-1
779,CHI,CHI vs. POR,01/30/2021,L,240,122,43,85,50.6,21,45,46.7,15,15,100,11,32,43,31,5,2,15,14,-1
